         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:436(repeat)
        3    0.000    0.000    0.000    0.000 type_check.py:344(isrealobj)
        6    0.000    0.000    0.000    0.000 threading.py:1395(main_thread)
        1    0.000    0.000    0.000    0.000 core.py:4540(ravel)
        4    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        3    0.000    0.000    0.000    0.000 windows.py:708(hann)
        6    0.000    0.000    0.000    0.000 collections.py:226(get_transforms)
        6    0.000    0.000    0.000    0.000 _mathtext.py:1165(is_slanted)
        6    0.000    0.000    0.000    0.000 legend.py:833(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:5011(_maybe_promote)
        1    0.000    0.000    0.000    0.000 soundfile.py:1262(_check_frames)
       10    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        7    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanvar)
        2    0.000    0.000    0.000    0.000 legend_handler.py:79(adjust_drawing_area)
        6    0.000    0.000    0.000    0.000 _base.py:1602(get_anchor)
       10    0.000    0.000    0.000    0.000 base.py:756(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 managers.py:1566(from_blocks)
        1    0.000    0.000    0.000    0.000 parsers.py:821(close)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:826(_write_annotations)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1430(_write_soft_mask_groups)
        2    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:28(__init__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1714(_ravel_dispatcher)
        3    0.000    0.000    0.000    0.000 arrayprint.py:860(_none_or_positive_arg)
        3    0.000    0.000    0.000    0.000 stride_tricks.py:20(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
        4    0.000    0.000    0.000    0.000 base.py:1205(isspmatrix)
        5    0.000    0.000    0.000    0.000 colors.py:1234(scaled)
        3    0.000    0.000    0.000    0.000 artist.py:587(set_url)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2030(draw)
        3    0.000    0.000    0.000    0.000 image.py:929(_check_unsampled_image)
        2    0.000    0.000    0.000    0.000 legend_handler.py:62(_update_prop)
        2    0.000    0.000    0.000    0.000 common.py:605(is_excluded_dtype)
        4    0.000    0.000    0.000    0.000 soundfile.py:731(seekable)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:340(JpegImageFile)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        3    0.000    0.000    0.000    0.000 windows.py:16(_len_guards)
        1    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        4    0.000    0.000    0.000    0.000 collections.py:220(get_paths)
        1    0.000    0.000    0.000    0.000 backend_bases.py:367(_iter_collection)
        2    0.000    0.000    0.000    0.000 figure.py:439(get_edgecolor)
        6    0.000    0.000    0.000    0.000 legend.py:1045(<genexpr>)
        2    0.000    0.000    0.000    0.000 common.py:1187(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 common.py:254(maybe_iterable_to_list)
        2    0.000    0.000    0.000    0.000 missing.py:721(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 generic.py:5534(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 generic.py:10858(any)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 os.py:734(check_str)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
       10    0.000    0.000    0.000    0.000 numeric.py:744(_convolve_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:842(_sort_dispatcher)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:1924(_shape_dispatcher)
        1    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 __init__.py:655(empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
        2    0.000    0.000    0.000    0.000 artist.py:622(set_snap)
        1    0.000    0.000    0.000    0.000 patches.py:1902(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
       12    0.000    0.000    0.000    0.000 _mathtext.py:2420(<genexpr>)
        6    0.000    0.000    0.000    0.000 backend_bases.py:467(get_image_magnification)
        1    0.000    0.000    0.000    0.000 legend.py:665(get_legend_handler_map)
        2    0.000    0.000    0.000    0.000 common.py:602(condition)
        2    0.000    0.000    0.000    0.000 generic.py:340(_validate_dtype)
       11    0.000    0.000    0.000    0.000 managers.py:1847(<lambda>)
        8    0.000    0.000    0.000    0.000 soundfile.py:665(<lambda>)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:56(RendererPDFPSBase)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'cast' of '_cffi_backend.FFI' objects}
        3    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:1002(_gcd_import)
        6    0.000    0.000    0.000    0.000 shape_base.py:135(_atleast_3d_dispatcher)
        4    0.000    0.000    0.000    0.000 _internal.py:906(__init__)
        2    0.000    0.000    0.000    0.000 collections.py:422(set_pickradius)
        1    0.000    0.000    0.000    0.000 collections.py:1535(set_color)
        3    0.000    0.000    0.000    0.000 artist.py:1025(set_in_layout)
        3    0.000    0.000    0.000    0.000 patches.py:1073(get_path)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2121(<listcomp>)
        2    0.000    0.000    0.000    0.000 common.py:615(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 parsers.py:3344(_process_date_conversion)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1747(writePathCollectionTemplates)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2576(PdfPages)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        6    0.000    0.000    0.000    0.000 nanfunctions.py:858(_nanmean_dispatcher)
        2    0.000    0.000    0.000    0.000 core.py:5994(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:1272(disable)
        3    0.000    0.000    0.000    0.000 __init__.py:1098(get_backend)
        2    0.000    0.000    0.000    0.000 colorbar.py:1145(_add_disjoint_kwargs)
        6    0.000    0.000    0.000    0.000 _mathtext.py:1107(render)
        3    0.000    0.000    0.000    0.000 _base.py:4558(get_shared_x_axes)
        1    0.000    0.000    0.000    0.000 backend_agg.py:286(buffer_rgba)
        2    0.000    0.000    0.000    0.000 cast.py:698(_ensure_dtype_type)
        4    0.000    0.000    0.000    0.000 base.py:4096(_get_engine_target)
        2    0.000    0.000    0.000    0.000 base.py:5001(_index_as_unique)
        1    0.000    0.000    0.000    0.000 generic.py:7416(isna)
        1    0.000    0.000    0.000    0.000 parsers.py:1089(__exit__)
        2    0.000    0.000    0.000    0.000 _config.py:14(get_config)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:183(<dictcomp>)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:185(is_string_like)
        1    0.000    0.000    0.000    0.000 {method 'sizeof' of '_cffi_backend.FFI' objects}
        4    0.000    0.000    0.000    0.000 {method 'getpalettemode' of 'ImagingCore' objects}
        4    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        9    0.000    0.000    0.000    0.000 type_check.py:206(_is_type_dispatcher)
        4    0.000    0.000    0.000    0.000 function_base.py:1697(_extract_dispatcher)
        2    0.000    0.000    0.000    0.000 core.py:3433(__setmask__)
        4    0.000    0.000    0.000    0.000 ImageFile.py:79(_tilesort)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5539(<genexpr>)
        1    0.000    0.000    0.000    0.000 artist.py:890(set_rasterized)
        1    0.000    0.000    0.000    0.000 patches.py:1901(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:1175(<dictcomp>)
        6    0.000    0.000    0.000    0.000 legend.py:1049(<genexpr>)
        6    0.000    0.000    0.000    0.000 backend_agg.py:306(option_scale_image)
        3    0.000    0.000    0.000    0.000 backend_qt5.py:227(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:1803(is_boolean)
        1    0.000    0.000    0.000    0.000 generic.py:5522(_protect_consolidate)
        1    0.000    0.000    0.000    0.000 generic.py:5538(f)
        1    0.000    0.000    0.000    0.000 managers.py:132(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        6    0.000    0.000    0.000    0.000 enum.py:688(_missing_)
        2    0.000    0.000    0.000    0.000 Image.py:3168(register_save_all)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        1    0.000    0.000    0.000    0.000 collections.py:1526(_get_default_antialiased)
        3    0.000    0.000    0.000    0.000 patches.py:3758(get_mutation_scale)
        1    0.000    0.000    0.000    0.000 series.py:4778(isna)
        1    0.000    0.000    0.000    0.000 parsers.py:865(_check_file_or_buffer)
        2    0.000    0.000    0.000    0.000 parsers.py:1423(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:2134(<listcomp>)
        2    0.000    0.000    0.000    0.000 soundfile.py:776(tell)
        7    0.000    0.000    0.000    0.000 soundfile.py:1353(_error_check)
        5    0.000    0.000    0.000    0.000 {built-in method y}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        6    0.000    0.000    0.000    0.000 __init__.py:853(<dictcomp>)
        3    0.000    0.000    0.000    0.000 transforms.py:2110(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 collections.py:763(_get_default_facecolor)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3614(Show)
        1    0.000    0.000    0.000    0.000 _base.py:4030(get_navigate)
        1    0.000    0.000    0.000    0.000 managers.py:690(<listcomp>)
        3    0.000    0.000    0.000    0.000 managers.py:1695(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:793(_maybe_memory_map)
        4    0.000    0.000    0.000    0.000 parsers.py:1093(_is_index_col)
        2    0.000    0.000    0.000    0.000 parsers.py:1539(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:3432(_clean_na_values)
        1    0.000    0.000    0.000    0.000 soundfile.py:693(__exit__)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:471(Stream)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:8(MixedModeRenderer)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:653(_register_writer)
        5    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        5    0.000    0.000    0.000    0.000 numeric.py:1241(_rollaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:2145(__iter__)
        3    0.000    0.000    0.000    0.000 transforms.py:1740(<lambda>)
        4    0.000    0.000    0.000    0.000 transforms.py:2118(inverted)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
        2    0.000    0.000    0.000    0.000 colorbar.py:513(_extend_lower)
        2    0.000    0.000    0.000    0.000 collections.py:1480(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:4472(identical)
        1    0.000    0.000    0.000    0.000 common.py:403(get_compression_method)
        1    0.000    0.000    0.000    0.000 parsers.py:3971(_validate_skipfooter)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:367(__eq__)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:654(decorator)
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 windows.py:23(_extend)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4539(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5034(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 patches.py:301(get_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:370(set_color)
        1    0.000    0.000    0.000    0.000 backend_bases.py:320(_iter_collection_raw_paths)
        2    0.000    0.000    0.000    0.000 sig_gen.py:106(<genexpr>)
        1    0.000    0.000    0.000    0.000 nanops.py:199(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 nanops.py:330(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 generic.py:453(<dictcomp>)
        2    0.000    0.000    0.000    0.000 blocks.py:2515(_maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 managers.py:681(is_consolidated)
        1    0.000    0.000    0.000    0.000 managers.py:975(consolidate)
        6    0.000    0.000    0.000    0.000 soundfile.py:1431(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:384(Operator)
        1    0.000    0.000    0.000    0.000 backend_ps.py:46(PsBackendHelper)
